name,year_of_release,genre,publisher,global_sales,console,developer
Far Cry 4,2014,Shooter,Ubisoft,4.06,PS4,Unknown
Carnival Games,2007,Other,Global Star Software,4.06,Wii,Cat Daddy Games
World Soccer Winning Eleven 9,2006,Sports,Konami,4.06,PS2,Konami Computer Entertainment Tokyo
Forza Motorsport 2,2007,Racing,Microsoft Game Studios,4.05,X360,Turn 10 Studios
Namco Museum Vol.3,1997,Other,Namco,4.05,PS,Namco
Tekken Tag Tournament,2000,Fighting,Namco,4.05,PS2,Namco
Star Fox 64,1997,Shooter,Nintendo,4.03,N64,Unknown
Golf,1984,Sports,Nintendo,4.01,NES,Unknown
Fallout 3,2008,Role-Playing,Bethesda Softworks,4,PS3,Bethesda Game Studios
The Elder Scrolls V: Skyrim,2011,Role-Playing,Bethesda Softworks,3.99,PC,Bethesda Game Studios
NBA 2K16,2015,Sports,2K Sports,3.98,PS4,Unknown
Namco Museum: 50th Anniversary,2005,Other,Namco,3.98,PS2,Digital Eclipse
Left 4 Dead 2,2009,Shooter,Electronic Arts,3.97,X360,Certain Affinity / Valve Software
Far Cry 5,2018,Action-Adventure,Ubisoft,3.95,PS4,Unknown
The Legend of Zelda: Skyward Sword,2011,Action-Adventure,Nintendo,3.95,Wii,Nintendo
Battlefield 4,2013,Shooter,Electronic Arts,3.94,PS4,Unknown
Assassin's Creed IV: Black Flag,2013,Action-Adventure,Ubisoft,3.94,PS3,Ubisoft Montreal
Professor Layton and the Diabolical Box,2007,Puzzle,Nintendo,3.94,DS,Level 5
Forza Horizon 3,2016,Racing,Microsoft Studios,3.93,XOne,Unknown
EA Sports Active,2009,Sports,EA Sports,3.93,Wii,EA Vancouver
Donkey Kong Land,1994,Platform,Nintendo,3.91,GB,Unknown
Tony Hawk's Underground,2003,Sports,Activision,3.9,PS2,Neversoft Entertainment
Just Dance 2014,2013,Other,Ubisoft,3.89,Wii,Ubisoft Paris
Monster Hunter 4 Ultimate,2014,Role-Playing,Nintendo,3.89,3DS,Capcom
Sports Champions,2010,Sports,Sony Computer Entertainment,3.88,PS3,SCE San Diego Studio
MotorStorm,2007,Racing,Sony Computer Entertainment,3.87,PS3,Evolution Studios
Tekken 5,2005,Fighting,Namco Bandai Games,3.87,PS2,Namco
Dragon Warrior III,1988,Role-Playing,Enix Corporation,3.87,NES,Unknown
World Soccer Winning Eleven 8 International,2005,Sports,Konami,3.85,PS2,Konami Computer Entertainment Tokyo
Nintendogs + cats,2011,Simulation,Nintendo,3.85,3DS,Unknown
Namco Museum Vol.1,1996,Other,Namco,3.84,PS,Namco
The Legend of Zelda: Link's Awakening,1992,Action-Adventure,Nintendo,3.83,GB,Unknown
Flash Focus: Vision Training in Minutes a Day,2007,Other,Nintendo,3.83,DS,"Nintendo, Namco Bandai Games"
Big Brain Academy: Wii Degree,2007,Other,Nintendo,3.79,Wii,Nintendo
Gran Turismo Sport,2017,Racing,Sony Interactive Entertainment,3.77,PS4,Unknown
Resident Evil Director's Cut,1996,Action-Adventure,Virgin Interactive,3.77,PS,Unknown
Mario & Luigi: Bowser's Inside Story,2009,Role-Playing,Nintendo,3.77,DS,Unknown
LEGO Indiana Jones: The Original Adventures,2008,Action-Adventure,LucasArts,3.76,X360,Traveller's Tales
The Sims: Unleashed,2002,Simulation,Electronic Arts,3.76,PC,Maxis
Ratchet & Clank: Size Matters,2007,Platform,Sony Computer Entertainment,3.75,PSP,High Impact Games
Harry Potter and the Sorcerer's Stone,2001,Action-Adventure,Electronic Arts,3.73,PS,Argonaut Games
Mario & Sonic at the London 2012 Olympic Games,2011,Sports,Sega,3.72,Wii,Unknown
Resident Evil 3: Nemesis,1999,Action-Adventure,Eidos Interactive,3.72,PS,Unknown
FIFA 17,2016,Sports,Electronic Arts,3.71,XOne,Unknown
Spyro: Year of the Dragon,2000,Platform,Sony Computer Entertainment,3.71,PS,Insomniac Games
Super Paper Mario,2007,Platform,Nintendo,3.71,Wii,Intelligent Systems
FIFA Soccer 2005,2004,Sports,EA Sports,3.7,PS2,EA Canada
Pokémon Trading Card Game,1998,Strategy,Nintendo,3.7,GB,Unknown
Tony Hawk's Pro Skater 4,2002,Sports,Activision,3.67,PS2,Neversoft Entertainment
Friend Collection,2009,Other,Nintendo,3.67,DS,Unknown
Midnight Club 3: DUB Edition,2005,Racing,Rockstar Games,3.66,PSP,Rockstar Leeds
MySims,2007,Simulation,Electronic Arts,3.66,DS,EA Redwood Shores
SOCOM: U.S. Navy SEALs,2002,Shooter,Sony Computer Entertainment,3.65,PS2,Zipper Interactive
Banjo-Kazooie,1998,Platform,Nintendo,3.65,N64,Unknown
Battlefield 4,2013,Shooter,Electronic Arts,3.64,PS3,EA DICE
Jak and Daxter: The Precursor Legacy,2001,Platform,Sony Computer Entertainment,3.64,PS2,Naughty Dog
Pro Evolution Soccer 2008,2008,Sports,Konami,3.63,PS2,Konami
FIFA Soccer 10,2009,Sports,EA Sports,3.63,PS3,EA Canada
Pokemon Snap,1999,Simulation,Nintendo,3.63,N64,Unknown
Gears of War: Ultimate Edition,2015,Shooter,Microsoft Studios,3.62,XOne,Unknown
Guitar Hero: World Tour,2008,Other,Activision,3.62,Wii,Vicarious Visions
Resident Evil 4,2005,Action-Adventure,Capcom,3.62,PS2,Capcom
Star Wars Battlefront,2004,Shooter,LucasArts,3.61,PS2,Pandemic Studios
Doom II,1994,Shooter,GT Interactive,3.61,PC,id Software
The Simpsons: Road Rage,2001,Racing,Electronic Arts,3.61,PS2,Radical Entertainment
Star Wars: Battlefront,2004,Shooter,LucasArts,3.61,PS2,Pandemic Studios
Doom II: Hell on Earth,1994,Shooter,Virgin Interactive,3.61,PC,Unknown
Assassin's Creed Syndicate,2015,Action-Adventure,Ubisoft,3.6,PS4,Unknown
Luigi's Mansion,2001,Action-Adventure,Nintendo,3.6,GC,Nintendo
Star Wars Battlefront II,2005,Shooter,LucasArts,3.59,PS2,Pandemic Studios
Star Wars: Battlefront II,2005,Shooter,LucasArts,3.59,PS2,Pandemic Studios
Assassin's Creed: Unity,2014,Action-Adventure,Ubisoft,3.58,XOne,Unknown
Cooking Mama 2: Dinner With Friends,2007,Simulation,Majesco,3.58,DS,Office Create
WWF SmackDown!,2000,Fighting,THQ,3.58,PS,Yuke's
Croc: Legend of the Gobbos,1997,Platform,Fox Interactive,3.56,PS,Argonaut Games
Battlefield 4,2013,Shooter,Electronic Arts,3.54,X360,EA DICE
Grand Theft Auto: Liberty City Stories,2006,Action-Adventure,Rockstar Games,3.54,PS2,Rockstar Leeds
The Getaway,2003,Action-Adventure,Sony Computer Entertainment,3.54,PS2,Team Soho
Tomb Raider III: Adventures of Lara Croft,1998,Action-Adventure,Eidos Interactive,3.54,PS,Core Design Ltd.
Batman: Arkham Asylum,2009,Action-Adventure,Eidos Interactive,3.54,X360,Rocksteady Studios
Assassin's Creed: Brotherhood,2010,Action-Adventure,Ubisoft,3.53,X360,Ubisoft Montreal
James Bond 007: Agent Under Fire,2001,Shooter,Electronic Arts,3.53,PS2,EA Redwood Shores
LEGO Star Wars: The Video Game,2005,Action-Adventure,Eidos Interactive,3.53,PS2,Traveller's Tales
Resident Evil 5,2009,Action-Adventure,Capcom,3.53,X360,Capcom
NBA 2K17,2016,Sports,2K Sports,3.52,PS4,Unknown
Rugrats in Paris: The Movie,2000,Action-Adventure,THQ,3.52,PS,Avalanche Software
FIFA Soccer 11,2010,Sports,EA Sports,3.52,X360,EA Canada
Spyro 2: Ripto's Rage!,1999,Platform,Sony Computer Entertainment,3.52,PS,Insomniac Games
Left 4 Dead,2008,Shooter,Valve Corporation,3.52,X360,Certain Affinity / Valve Software
Donkey Kong Country 3: Dixie Kong's Double Trouble!,1996,Platform,Nintendo,3.51,SNES,Unknown
Kung Fu,1985,Action-Adventure,Nintendo,3.5,NES,Unknown
Mortal Kombat X,2015,Fighting,Warner Bros. Interactive Entertainment,3.49,PS4,Unknown
FIFA Soccer 2004,2003,Sports,EA Sports,3.49,PS2,EA Canada
Battlefield: Bad Company 2,2010,Shooter,Electronic Arts,3.48,X360,EA Digital Illusions CE
Borderlands,2009,Shooter,2K Games,3.48,X360,Gearbox Software
Mario & Sonic at the Olympic Winter Games,2009,Sports,Sega,3.47,DS,Sega
Guitar Hero: On Tour,2008,Other,Activision,3.46,DS,Vicarious Visions
Clubhouse Games,2006,Other,Nintendo,3.45,DS,Agenda
Halo: The Master Chief Collection,2014,Shooter,Microsoft Studios,3.44,XOne,Unknown
LEGO Batman: The Videogame,2008,Action-Adventure,Warner Bros. Interactive,3.44,X360,Traveller's Tales
Tekken 4,2002,Fighting,Namco,3.44,PS2,Namco
Monster Hunter 4,2013,Role-Playing,Capcom,3.44,3DS,Unknown
FIFA Soccer 14,2013,Sports,EA Sports,3.43,PS4,Unknown
FIFA 14,2013,Sports,EA Sports,3.43,PS4,EA Canada
LittleBigPlanet 2,2011,Platform,Sony Computer Entertainment,3.43,PS3,Media Molecule
Grand Theft Auto 2,1999,Action-Adventure,Rockstar Games,3.42,PS,DMA Design
Final Fantasy III,1994,Role-Playing,SquareSoft,3.42,SNES,Unknown
Destiny,2014,Shooter,Activision,3.41,XOne,Unknown
Spider-Man 2,2004,Action-Adventure,Activision,3.41,PS2,Treyarch
F-1 Race,1990,Racing,Nintendo,3.41,GB,Unknown
FIFA Soccer 2003,2002,Sports,EA Sports,3.4,PS2,EA Canada
Crash Bash,2000,Other,Sony Computer Entertainment,3.39,PS,Eurocom Entertainment Software
Gears of War 4,2016,Shooter,Microsoft Studios,3.38,XOne,Unknown
The Elder Scrolls V: Skyrim,2016,Role-Playing,Bethesda Softworks,3.36,PS4,Unknown
Watch Dogs 2,2016,Action-Adventure,Ubisoft,3.36,PS4,Unknown
The Elder Scrolls V: Skyrim Special Edition,2016,Role-Playing,Bethesda Softworks,3.36,PS4,Bethesda Softworks
WWF War Zone,1998,Fighting,Acclaim Entertainment,3.36,PS,Iguana Entertainment
The Legend of Zelda: Majora's Mask,2000,Action-Adventure,Nintendo,3.36,N64,Unknown
NBA 2K18,2017,Sports,2K Sports,3.34,PS4,Unknown
Assassin's Creed IV: Black Flag,2013,Action-Adventure,Ubisoft,3.34,X360,Ubisoft Montreal
Rugrats: Search For Reptar,1998,Action-Adventure,THQ,3.34,PS,n-Space
James Bond 007: Nightfire,2002,Shooter,Electronic Arts,3.33,PS2,Eurocom Entertainment Software
Ratchet & Clank,2002,Platform,Sony Computer Entertainment,3.33,PS2,Insomniac Games
English Training: Have Fun Improving Your Skills!,2006,Other,Nintendo,3.33,DS,Unknown
Star Wars Episode III: Revenge of the Sith,2005,Action-Adventure,LucasArts,3.32,PS2,The Collective
Monster Hunter X,2015,Action-Adventure,Capcom,3.32,3DS,Unknown
Resident Evil VII: Biohazard,2017,Action-Adventure,Capcom,3.31,PS4,Unknown
Max Payne,2001,Shooter,Rockstar Games,3.31,PS2,Remedy Entertainment
The Legend of Zelda: Spirit Tracks,2009,Action-Adventure,Nintendo,3.31,DS,Nintendo
Madden NFL 16,2015,Sports,EA Sports,3.3,PS4,Unknown
Madden NFL 17,2016,Sports,EA Sports,3.28,PS4,Unknown
The Lord of the Rings: The Return of the King,2003,Action-Adventure,Electronic Arts,3.28,PS2,"Hypnos Entertainment, Inc."
Yokai Watch 2 Ganso/Honke,2014,Role-Playing,Nintendo,3.28,3DS,Unknown
True Crime: Streets of LA,2003,Action-Adventure,Activision,3.27,PS2,Luxoflux
Gran Turismo (PSP),2009,Racing,Sony Computer Entertainment,3.27,PSP,Polyphony Digital
Far Cry 3,2012,Shooter,Ubisoft,3.27,PS3,Ubisoft Montreal
Professor Layton and the Unwound Future,2008,Puzzle,Nintendo,3.26,DS,Level 5
FIFA 16,2015,Sports,EA Sports,3.25,XOne,Unknown
Wii Music,2008,Other,Nintendo,3.25,Wii,Nintendo
Tekken,1995,Fighting,Namco,3.24,PS,Namco
Gran Turismo 6,2013,Racing,Sony Computer Entertainment,3.23,PS3,Polyphony Digital
007: Tomorrow Never Dies,1999,Shooter,Electronic Arts,3.21,PS,Black Ops Entertainment
L.A. Noire,2011,Action-Adventure,Rockstar Games,3.21,PS3,Team Bondi
Super Mario Maker,2015,Platform,Nintendo,3.21,WiiU,Nintendo
WWF SmackDown! 2: Know Your Role,2000,Fighting,THQ,3.2,PS,Yuke's
Baseball,1983,Sports,Nintendo,3.2,NES,Unknown
Killer Instinct,1995,Fighting,Nintendo,3.2,SNES,Unknown
Middle-Earth: Shadow of Mordor,2014,Action-Adventure,Warner Bros. Interactive Entertainment,3.19,PS4,Unknown
Assassin's Creed IV: Black Flag,2013,Action-Adventure,Ubisoft,3.19,PS4,Unknown
Dragon Quest VI: Maboroshi no Daichi,1995,Role-Playing,Enix Corporation,3.19,SNES,Unknown
Enter the Matrix,2003,Action-Adventure,Atari,3.18,PS2,Shiny Entertainment
Assassin's Creed Odyssey,2018,Action-Adventure,Ubisoft,3.18,PS4,Ubisoft Quebec
God of War: Chains of Olympus,2008,Action-Adventure,Sony Computer Entertainment,3.18,PSP,Ready at Dawn
Crisis Core: Final Fantasy VII,2007,Role-Playing,Square Enix,3.18,PSP,Square Enix
Fallout: New Vegas,2010,Role-Playing,Bethesda Softworks,3.17,PS3,Obsidian Entertainment
Ace Combat 04: Shattered Skies,2001,Simulation,Namco,3.17,PS2,Namco
Dance Central,2010,Other,MTV Games,3.17,X360,Harmonix Music Systems
Animal Crossing,2001,Simulation,Nintendo,3.15,GC,Nintendo
FIFA 18,2017,Sports,EA Sports,3.14,XOne,Unknown
Club Penguin: Elite Penguin Force,2008,Action-Adventure,Disney Interactive Studios,3.14,DS,1st Playable Productions
FIFA Soccer 08,2007,Sports,EA Sports,3.14,PS2,EA Canada
Spider-Man,2000,Action-Adventure,Activision,3.13,PS,Neversoft Entertainment
Mario Party 9,2012,Other,Nintendo,3.13,Wii,Nd Cube
Tom Clancy's Ghost Recon Wildlands,2017,Shooter,Ubisoft,3.12,PS4,Unknown
Need for Speed III: Hot Pursuit,1998,Racing,Electronic Arts,3.12,PS,EA Canada
The Elder Scrolls IV: Oblivion,2007,Role-Playing,Bethesda Softworks,3.12,PS3,4J Studios
Resident Evil 6,2012,Action-Adventure,Capcom,3.12,PS3,Capcom
Star Wars Episode I Racer,1999,Racing,Nintendo,3.12,N64,Unknown
Sonic Rush,2005,Platform,Sega,3.12,DS,"Dimps Corporation, Sonic Team"
Dragon Warrior IV,1990,Role-Playing,Enix Corporation,3.12,NES,Unknown
Bloodborne,2015,Role-Playing,Sony Computer Entertainment,3.11,PS4,Unknown
Titanfall,2014,Shooter,Electronic Arts,3.11,XOne,Unknown
NBA 2K13,2012,Sports,2K Sports,3.11,X360,Visual Concepts
Rhythm Heaven,2008,Other,Nintendo,3.11,DS,Nintendo
Personal Trainer: Cooking,2006,Other,Nintendo,3.11,DS,Indies Zero
Mass Effect 2,2010,Role-Playing,Electronic Arts,3.1,X360,BioWare Edmonton
The Legend of Zelda: A Link Between Worlds,2013,Action-Adventure,Nintendo,3.1,3DS,Nintendo
Dragon Ball Z: Budokai,2002,Fighting,Atari,3.09,PS2,Dimps Corporation
Madden NFL 2002,2001,Sports,EA Sports,3.08,PS2,EA Sports
LEGO Batman: The Videogame,2008,Action-Adventure,Warner Bros. Interactive,3.08,Wii,Traveller's Tales
World Class Track Meet,1986,Sports,Namco Bandai Games,3.08,NES,Unknown
Call of Duty: Ghosts,2013,Shooter,Activision,3.07,XOne,Unknown
Saints Row 2,2008,Action-Adventure,THQ,3.07,X360,Volition Inc.
The Sims: Vacation,2002,Simulation,Electronic Arts,3.07,PC,Maxis
Donkey Kong,1994,Platform,Nintendo,3.07,GB,Unknown
Heavy Rain,2010,Action-Adventure,Sony Computer Entertainment,3.06,PS3,Quantic Dream
LEGO Batman: The Videogame,2008,Action-Adventure,Warner Bros. Interactive,3.06,DS,Traveller's Tales
Borderlands 2,2013,Shooter,2K Games,3.06,X360,Gearbox Software
Kung Fu Panda,2008,Platform,Activision,3.05,X360,Luxoflux
Animal Crossing: Happy Home Designer,2015,Simulation,Nintendo,3.05,3DS,Nintendo
Metal Gear Solid V: The Phantom Pain,2015,Action-Adventure,Konami Digital Entertainment,3.04,PS4,Unknown
Mass Effect 3,2012,Role-Playing,Electronic Arts,3.04,X360,BioWare
Rayman,1995,Platform,Ubisoft,3.03,PS,Ubisoft Montpellier
Killzone: Shadow Fall,2013,Shooter,Sony Computer Entertainment,3.02,PS4,Unknown
Tom Clancy's Splinter Cell,2002,Action-Adventure,Ubisoft,3.02,XB,Ubisoft
WWE SmackDown! Shut Your Mouth,2002,Sports,THQ,3.02,PS2,Yuke's Future Media Creators
Disney Epic Mickey,2010,Platform,Disney Interactive Studios,3.02,Wii,Junction Point Studios
Killzone 2,2009,Shooter,Sony Computer Entertainment,3.02,PS3,Guerrilla Games
Mike Tyson's Punch-Out!!,1987,Fighting,Nintendo,3.02,NES,Unknown
inFAMOUS: Second Son,2014,Action-Adventure,Sony Computer Entertainment,3.01,PS4,Unknown
WWE SmackDown! vs. Raw 2006,2005,Fighting,THQ,3,PS2,Yuke's
Epic Mickey,2010,Platform,Disney Interactive Studios,3,Wii,Junction Point
Dragon Ball Z: Budokai Tenkaichi 3,2007,Fighting,Atari,3,PS2,"Spike, Namco Bandai Games"
wwe Smackdown vs. Raw 2006,Unknown,Fighting,N/A,3,PS2,Unknown
The Sims: Livin Large,2000,Other,Electronic Arts,2.99,PC,Maxis
inFAMOUS,2009,Action-Adventure,Sony Computer Entertainment,2.99,PS3,Sucker Punch Productions
World Soccer Winning Eleven 6 International,2003,Sports,Konami,2.99,PS2,Konami Computer Entertainment Tokyo
Star Fox,1993,Shooter,Nintendo,2.99,SNES,Unknown
Devil May Cry,2001,Action-Adventure,Capcom,2.99,PS2,Capcom
Far Cry 3,2012,Shooter,Ubisoft,2.98,X360,Ubisoft Montreal
Star Wars: The Old Republic,2011,Role-Playing,Electronic Arts,2.97,PC,BioWare / LucasArts
Battlefield: Bad Company 2,2010,Shooter,Electronic Arts,2.96,PS3,EA Digital Illusions CE
Hitman 2: Silent Assassin,2002,Action-Adventure,Eidos Interactive,2.96,PS2,IO Interactive
Sonic Heroes,2003,Platform,Sega,2.96,PS2,Sonic Team
Yokai Watch 2: Psychic Specters,2017,Role-Playing,Nintendo,2.95,3DS,Level 5
Street Fighter IV,2009,Fighting,Capcom,2.95,X360,Capcom / Dimps Corporation
SOCOM II: U.S. Navy SEALs,2003,Shooter,Sony Computer Entertainment,2.94,PS2,Zipper Interactive
WWE SmackDown! vs. RAW 2006,2005,Fighting,THQ,2.94,PS2,Yuke's
Pac-Man Collection,2001,Puzzle,Namco,2.94,GBA,Mass Media
Wave Race 64,1996,Racing,Nintendo,2.94,N64,Unknown
Madden NFL 13,2012,Sports,EA Sports,2.93,X360,EA Tiburon
Doom (2016),2016,Shooter,Bethesda Softworks,2.92,PS4,Unknown
Kirby Super Star Ultra,2008,Platform,Nintendo,2.92,DS,HAL Labs
Mass Effect,2007,Role-Playing,Microsoft Game Studios,2.91,X360,BioWare Edmonton
FIFA 15,2014,Sports,EA Sports,2.91,X360,EA Canada
Super Mario World 2: Yoshi's Island,2002,Platform,Nintendo,2.91,GBA,Unknown
Mortal Kombat (2011),2011,Fighting,Warner Bros. Interactive Entertainment,2.9,PS3,NetherRealm Studios
World Soccer Winning Eleven 7 International,2004,Sports,Konami,2.9,PS2,Konami Computer Entertainment Tokyo
Sonic Mega Collection Plus,2004,Other,Sega,2.9,PS2,Sonic Team
Sega Superstars Tennis,2008,Sports,Sega,2.89,X360,Sumo Digital
Cooking Mama: Cook Off,2007,Simulation,Majesco,2.89,Wii,Office Create
Hot Shots Golf 3,2002,Sports,Sony Computer Entertainment,2.89,PS2,Clap Hanz
Call of Duty: Finest Hour,2004,Shooter,Activision,2.89,PS2,Spark Unlimited
WarioWare: Smooth Moves,2006,Puzzle,Nintendo,2.89,Wii,Intelligent Systems
Syphon Filter,1999,Shooter,989 Studios,2.88,PS,Eidetic
Mafia III,2016,Action-Adventure,2K Games,2.87,PS4,Unknown
Imagine: Babyz,2007,Simulation,Ubisoft,2.87,DS,Visual Impact
Colin McRae Rally,2000,Racing,Sony Computer Entertainment,2.87,PS,Codemasters
The Elder Scrolls III: Morrowind,2002,Role-Playing,Bethesda Softworks,2.86,XB,Bethesda Softworks
Assassin's Creed: Brotherhood,2010,Action-Adventure,Ubisoft,2.85,PS3,Ubisoft Montreal
Command & Conquer: Red Alert,1996,Strategy,Virgin Interactive,2.85,PC,Westwood Studios
F-Zero,1990,Racing,Nintendo,2.85,SNES,Unknown
Yoshi's Story,1997,Platform,Nintendo,2.85,N64,Unknown
Zumba Fitness 2,2011,Sports,Majesco,2.83,Wii,"Pipeworks Software, Inc."
Madden NFL 10,2009,Sports,EA Sports,2.83,X360,EA Tiburon
BioShock,2007,Shooter,2K Games,2.83,X360,2K Australia / 2K Boston
WWE SmackDown! vs. Raw,2004,Fighting,THQ,2.83,PS2,Yuke's
Diablo III,2014,Role-Playing,Blizzard Entertainment,2.82,PS4,Unknown
Finding Nemo,2003,Platform,THQ,2.82,GBA,Vicarious Visions
Medal of Honor,2010,Shooter,Electronic Arts,2.82,PS3,EA Los Angeles
Diablo III: Ultimate Evil Edition,2014,Role-Playing,Blizzard Entertainment,2.82,PS4,Blizzard Entertainment
Gran Turismo (PSP),2009,Racing,Sony Computer Entertainment,2.82,PSN,Polyphony Digital
Metroid Prime,2002,Shooter,Nintendo,2.82,GC,Retro Studios
Need for Speed: Hot Pursuit,2010,Racing,Electronic Arts,2.81,PS3,Criterion Games
Imagine: Fashion Designer,2007,Simulation,Ubisoft,2.81,DS,Virtual Toys / Lexis Numerique
Killzone 3,2011,Shooter,Sony Computer Entertainment,2.81,PS3,Guerrilla Games
Myst,1994,Action-Adventure,Red Orb,2.81,PC,Unknown
Need for Speed: Most Wanted,2012,Racing,Electronic Arts,2.81,PS3,Unknown
WWE SmackDown! Here Comes the Pain,2003,Fighting,THQ,2.8,PS2,Yuke's
Hot Shots Golf,1998,Sports,Sony Computer Entertainment,2.79,PS,Camelot Software Planning
Skylanders: Spyro's Adventure,2011,Action-Adventure,Activision,2.79,Wii,Toys for Bob
A Bug's Life,1998,Platform,Sony Computer Entertainment,2.79,PS,Traveller's Tales
WWF SmackDown! Just Bring It,2001,Fighting,THQ,2.79,PS2,Yuke's
Mortal Kombat Trilogy,1996,Fighting,Midway Games,2.79,PS,Avalanche Software
NBA Street,2001,Sports,EA Sports BIG,2.79,PS2,NuFX
Dragon Quest V: Tenkuu no Hanayome,1992,Role-Playing,Enix Corporation,2.79,SNES,Unknown
Monster Hunter Tri,2011,Role-Playing,Nintendo,2.79,3DS,Unknown
Jak II,2003,Platform,Sony Computer Entertainment,2.78,PS2,Naughty Dog
Ratchet & Clank: Going Commando,2003,Platform,Sony Computer Entertainment,2.78,PS2,Insomniac Games
The Sims,2003,Simulation,Electronic Arts,2.77,PS2,Edge of Reality
Star Wars: The Force Unleashed,2008,Action-Adventure,LucasArts,2.77,X360,LucasArts
Saints Row: The Third,2011,Action-Adventure,THQ,2.77,X360,Volition Inc.
Missile Command,1981,Shooter,Atari,2.76,2600,Atari
Battlefield 3,2011,Shooter,Electronic Arts,2.76,PC,Dice
Yoshi's Island DS,2006,Platform,Nintendo,2.76,DS,Artoon
Mario Paint,1992,Other,Nintendo,2.75,SNES,Unknown
Tekken 6,2009,Fighting,Namco Bandai Games,2.75,PS3,Namco Bandai Games
Need for Speed: Most Wanted (2012),2012,Racing,Electronic Arts,2.74,PS3,Criterion Games
Far Cry: Primal,2016,Action-Adventure,Ubisoft,2.73,PS4,Unknown
L.A. Noire,2011,Action-Adventure,Rockstar Games,2.73,X360,Team Bondi
"Pokemon: Let's Go, Eevee!",2018,Role-Playing,Nintendo,2.73,NS,Game Freak
Pokémon Stadium 2,2000,Strategy,Nintendo,2.73,N64,Unknown
Metroid,1986,Action-Adventure,Nintendo,2.73,NES,Unknown
Sonic and the Secret Rings,2007,Platform,Sega,2.73,Wii,Sonic Team
Need for Speed (2015),2015,Racing,Electronic Arts,2.72,PS4,Unknown
Overwatch,2016,Shooter,Blizzard Entertainment,2.72,XOne,Unknown
Tom Clancy's Rainbow Six: Siege,2015,Shooter,Ubisoft,2.71,XOne,Unknown
Madden NFL 13,2012,Sports,EA Sports,2.71,PS3,EA Tiburon
Skate 3,2010,Sports,EA Sports,2.71,X360,EA Black Box
Madden NFL 12,2011,Sports,EA Sports,2.7,X360,EA Tiburon
Call of Duty 3,2006,Shooter,Activision,2.7,X360,Treyarch
The Legend of Zelda: A Link to the Past,2002,Action-Adventure,Nintendo,2.7,GBA,Capcom
Onimusha: Warlords,2001,Action-Adventure,Virgin Interactive,2.7,PS2,Capcom
Mario Party,1998,Other,Nintendo,2.7,N64,Unknown
LEGO Star Wars II: The Original Trilogy,2006,Action-Adventure,LucasArts,2.69,PS2,Traveller's Tales
